,hhmem_size_1,hhmem_age_1,hhmem_married_1,hhmem_age_2,hh_relate_3,hhmem_age_3,hhmem_age_4,hhmem_age_5,illness_5,hhmem_age_6,illness_6,hhmem_age_7,childu18_num,child5_17_num,adultm_num,adultf_num,econstatus,yrs_grow,cocoa_wgt,fert_buy,fert_cost,fert_lqd_cost,herbicide_buy_cnt,pesticide_buy_cnt,pesticide_cost,farm_a_1,farm_yracquired_1,farm_rights_1,farm_time_1,farm_km_1,farm_reserve_1,cocoa_years_1,cocoa_lndamnt_1,cocoa_variety_1,cocoa_ages_0_5_1,cocoa_ages_6_10_1,cocoa_ages_11_19_1,cocoa_ages_20_30_1,shadetree_num_1,shadetree_calc_1_1,shadetree_label_1_1,shade_tree_tot_1_1,shade_natural_1_1,shade_planted_1_1,shadetree_calc_1_2,shadetree_label_1_2,shade_tree_tot_1_2,shade_planted_1_2,shadetree_label_1_3,shadetree_tot2_1,pesticide_app_1,pesticide_num_app_1,pesticide_area_app_1,labor_hh_1,fam_worker_prep_1_1,disease_1,disease_year_1_1,disease_location_1_1,pest_1,doc_land_cocoa_yr_1,farm_a_2,farm_yracquired_2,farm_time_2,farm_km_2,farm_reserve_2,shadetree_tot2_2,noncocoa_affecthow,noncocoa_pay,days_random_a,random_c_options,income_source,fwildlifedied_1,ffladder_elders_1,ffladder_lmb_1,ffladder_frstdpt_1,rules_violate_1,likelihood_help3,trust_nbr,trust_lmb,trust_ca,chickens,sleeprooms,toilet,today,cocoa_price_kg,farm_a_1_acres,farm_a_2_acres,cocoa_produce
74,19,29,5,33,7,13,10,42,1,23,1,50,6,1,1,3,5,2,15,0,31,3,33,1,34,74,52,0,1,43,32,59,8,23,18,33,0,0,0,30,0,53,31,48,30,0,45,43,0,0,15,48,57,45,37,12,5,3,61,45,49,54,44,51,51,20,24,15,3,2,7,49,1,5,1,5,3,1,2,1,50,9,9,27,26,17,50,214
75,17,15,5,29,7,6,34,58,0,55,0,50,6,1,1,1,5,2,15,0,31,36,17,17,34,18,45,0,21,26,15,5,36,21,2,21,21,0,1,19,15,26,17,0,30,0,45,43,0,1,3,17,25,45,37,1,0,5,1,52,49,54,44,51,51,20,28,10,1,4,7,0,0,0,0,17,3,4,4,4,26,8,9,24,26,41,50,286
76,22,31,0,38,7,10,15,7,1,3,1,46,7,5,5,2,5,2,22,0,31,49,17,47,40,36,60,12,16,12,22,5,34,21,15,17,18,0,1,1,23,43,22,0,30,0,45,43,0,11,15,48,57,46,0,1,0,5,78,52,36,54,36,28,38,10,0,21,0,0,7,71,5,5,1,23,4,4,4,4,50,9,9,38,50,63,48,182
77,16,46,0,53,7,24,71,58,0,55,0,50,0,0,3,1,5,2,31,0,49,49,33,30,34,60,46,0,22,15,53,4,53,12,0,0,3,0,13,10,16,26,17,0,19,14,13,0,5,16,3,31,38,1,49,8,1,0,78,42,36,54,32,16,51,15,18,21,4,3,7,49,1,1,1,0,2,4,0,4,50,8,2,37,54,91,48,189
78,6,19,5,29,10,50,14,12,1,6,1,2,10,6,6,4,4,0,22,0,31,36,1,1,28,14,55,0,14,12,53,33,15,21,3,0,0,0,0,30,0,53,31,48,30,0,45,43,0,0,0,0,10,45,0,8,1,3,32,52,31,37,32,28,51,0,0,22,0,0,7,49,8,10,10,0,3,3,2,3,50,11,12,45,8,52,43,2
79,18,19,0,31,7,7,3,35,40,55,0,50,7,4,1,2,6,5,31,0,31,49,17,7,28,69,32,0,12,48,42,19,50,21,0,0,0,2,12,6,24,5,24,41,3,11,16,14,16,15,2,21,31,7,30,9,3,1,15,52,5,25,15,50,38,14,0,0,2,1,7,0,10,10,10,0,3,2,3,3,50,9,9,44,54,14,15,28
80,20,15,5,20,7,78,59,13,50,3,1,2,9,6,1,1,3,0,31,7,24,49,24,25,20,7,44,0,15,45,53,33,8,22,3,0,0,0,0,30,0,53,31,48,30,0,45,43,0,0,6,28,5,52,0,11,1,4,76,52,20,37,22,46,51,0,0,4,0,0,7,0,10,10,10,0,0,0,0,4,0,9,0,24,54,32,31,138
81,7,42,5,37,6,32,16,11,55,13,1,7,8,6,5,8,5,5,22,1,19,49,33,47,40,30,29,0,1,48,22,23,58,21,8,5,10,17,11,18,18,17,7,39,19,14,23,21,3,14,15,48,57,28,17,1,0,5,1,43,49,54,44,51,51,20,38,2,3,2,15,0,7,5,7,2,4,4,2,3,42,12,10,26,50,59,50,54
82,2,38,1,40,6,30,11,19,1,24,1,5,6,1,5,5,3,5,31,29,19,49,24,2,28,53,21,1,35,45,53,31,46,5,13,0,0,0,13,1,23,36,0,32,3,11,32,30,9,16,9,1,31,42,0,8,3,1,38,52,5,14,43,46,51,15,64,22,3,2,0,0,10,10,10,0,3,3,3,3,50,11,9,43,54,84,15,316
83,19,36,8,51,7,13,7,2,7,50,1,50,7,5,4,1,5,2,12,0,43,49,33,1,3,7,53,1,16,26,53,44,8,21,3,0,0,0,12,19,15,12,2,41,21,6,13,1,3,15,3,17,5,57,33,8,1,4,83,52,9,28,23,28,18,14,64,22,0,0,7,69,7,7,2,0,3,4,3,4,50,8,9,2,8,32,26,215
84,0,28,2,88,16,81,71,58,0,55,0,50,0,0,1,0,5,5,31,0,24,49,33,47,40,53,21,0,12,47,8,31,46,21,0,0,0,21,10,10,16,36,20,0,18,18,13,0,0,11,15,48,57,51,0,8,3,3,76,50,31,29,32,36,50,10,37,2,1,4,0,0,10,10,10,0,4,2,0,2,50,0,10,22,54,84,43,128
85,18,54,0,41,8,20,16,13,1,55,0,50,1,0,3,2,3,5,31,12,31,3,27,24,33,53,10,0,5,19,12,43,46,23,0,10,0,0,15,0,22,0,1,0,3,11,20,21,2,18,6,27,31,1,0,1,0,5,50,52,49,54,44,51,51,20,9,10,2,1,7,2,6,1,1,5,3,0,2,3,50,10,2,28,54,84,50,217
86,11,49,2,10,16,81,71,58,0,55,0,50,1,1,0,2,6,4,22,1,31,49,5,34,34,69,35,1,12,45,53,12,58,21,26,20,24,37,13,6,24,1,2,0,1,23,1,2,20,16,0,36,43,59,0,2,4,3,1,47,49,54,44,51,51,20,0,0,0,0,4,0,10,10,10,0,4,1,3,3,33,10,7,15,8,14,50,3
87,16,36,0,47,12,42,71,58,0,55,0,50,0,0,1,2,4,2,31,0,19,49,11,24,35,53,60,12,15,19,53,6,46,21,13,0,25,12,0,30,0,53,31,48,30,0,45,43,0,0,6,27,31,46,0,8,1,1,83,52,9,37,29,14,51,0,0,2,0,0,80,0,8,10,10,0,5,2,0,3,0,10,9,2,54,84,26,289
88,6,26,5,29,6,15,6,5,2,42,45,22,9,5,5,6,7,3,22,13,31,36,28,7,28,39,39,9,1,33,41,12,36,21,0,0,34,12,11,3,11,1,0,2,19,14,34,32,3,17,8,5,25,42,0,3,2,1,32,31,21,32,15,44,48,16,55,3,1,4,7,0,10,10,10,0,3,3,2,3,50,4,12,30,8,75,38,86
89,10,61,3,24,9,23,44,52,1,52,1,48,5,2,0,3,5,5,12,12,19,49,33,47,40,36,25,1,1,27,53,27,34,23,0,8,14,8,0,30,0,53,31,48,30,0,45,43,0,0,15,48,57,1,49,1,0,5,1,52,49,54,44,51,51,20,0,11,4,3,82,0,10,10,10,0,2,0,0,2,50,10,9,12,8,63,50,214
90,16,31,0,46,7,10,71,58,0,55,0,50,0,0,3,1,0,3,19,0,49,49,0,17,28,53,60,12,12,44,20,12,36,22,0,5,21,17,0,30,0,53,31,48,30,0,45,43,0,0,0,17,30,43,0,9,3,4,63,52,49,54,44,51,51,20,0,2,3,2,0,0,1,0,5,5,0,0,0,0,26,9,9,21,42,84,50,85
91,0,26,2,88,16,81,71,58,0,55,0,50,0,0,1,0,0,2,31,12,24,47,17,24,28,36,46,3,21,26,0,4,34,21,15,13,23,0,10,2,21,45,0,41,3,11,1,2,0,11,3,27,24,29,0,9,3,3,56,52,31,39,30,28,51,10,0,10,3,2,7,0,5,3,10,0,0,3,2,3,50,9,0,27,54,63,43,270
92,0,44,4,88,16,81,71,58,0,55,0,50,0,0,0,1,3,1,31,0,23,49,33,1,28,55,49,0,13,11,33,1,8,21,0,3,0,0,0,30,0,53,31,48,30,0,45,43,0,0,0,0,5,1,49,1,0,5,83,52,49,54,44,51,51,20,0,0,1,4,0,52,8,10,8,0,2,2,0,2,50,8,3,49,54,87,50,185
93,0,35,4,88,16,81,71,58,0,55,0,50,0,0,1,0,6,5,31,0,49,29,11,17,20,69,29,1,35,12,42,23,36,21,0,0,21,25,13,1,23,1,24,32,2,22,42,40,18,16,15,48,57,45,0,3,3,3,7,52,49,54,44,51,51,20,23,3,3,2,59,48,7,6,6,14,3,1,2,3,4,0,9,27,54,14,50,185
94,19,30,3,17,7,24,7,55,62,2,1,50,7,5,1,3,2,2,3,0,31,49,11,47,40,1,45,0,16,12,32,5,1,4,0,0,3,0,11,6,24,17,14,0,1,23,25,23,6,14,15,48,57,46,0,8,3,4,49,52,31,53,43,43,29,13,0,30,2,1,56,0,10,10,10,0,3,0,0,0,0,0,9,26,8,1,43,84
95,20,18,5,20,7,8,69,42,1,0,1,0,9,5,1,2,2,2,30,2,31,43,28,30,31,53,44,0,12,48,49,6,8,17,8,5,34,0,0,30,0,53,31,48,30,0,45,43,0,0,15,48,57,7,17,1,0,5,1,52,36,53,15,50,46,0,64,0,1,4,7,0,7,5,7,1,4,1,2,1,17,11,10,29,8,84,48,122
96,17,10,0,12,6,17,44,58,0,55,0,50,1,1,3,1,5,1,31,0,24,11,33,44,33,36,54,3,16,26,53,52,34,21,27,21,0,0,0,30,0,53,31,48,30,0,45,43,0,0,6,8,24,20,8,3,3,4,84,52,49,54,44,51,51,20,0,22,3,2,0,52,1,10,1,25,2,3,2,3,43,8,9,24,54,63,50,18
97,0,31,3,88,16,81,71,58,0,55,0,50,0,0,0,1,5,0,3,38,31,49,33,1,28,14,55,1,16,12,53,22,15,21,3,0,0,0,1,3,11,1,0,2,30,0,45,43,0,1,0,0,5,46,0,8,2,2,61,52,1,48,23,14,51,1,0,13,0,0,4,49,7,8,8,0,2,4,2,4,50,10,0,15,8,52,2,148
98,16,23,2,8,7,6,71,58,0,55,0,50,6,4,3,0,5,2,31,2,23,7,33,35,28,69,45,9,35,44,43,4,58,21,0,0,3,0,0,30,0,53,31,48,30,0,45,43,0,0,1,37,43,43,0,11,3,0,1,37,49,54,44,51,51,20,32,10,1,4,0,52,9,10,5,0,3,3,2,3,9,8,10,30,54,14,50,186
99,17,9,5,32,7,2,44,58,0,55,0,50,6,4,1,1,6,0,31,0,49,49,1,47,40,36,56,1,12,26,46,22,15,21,3,0,0,0,13,6,24,1,2,0,3,11,0,0,5,16,15,48,57,7,37,8,2,4,76,52,49,54,44,51,51,20,0,22,1,4,80,70,0,10,0,14,3,3,0,4,43,8,10,7,54,63,50,245
100,21,27,1,43,12,39,32,15,1,10,1,49,6,1,4,3,4,5,31,0,23,3,33,47,40,75,26,0,12,42,17,24,62,12,13,17,2,8,11,10,16,48,0,43,19,14,13,15,3,14,15,48,57,46,0,1,0,5,81,39,49,54,44,51,51,20,33,10,3,2,7,7,6,6,9,0,3,0,1,4,42,10,2,4,54,21,50,182
101,11,25,3,16,16,81,71,58,0,55,0,50,0,0,1,1,2,3,31,0,11,49,33,47,40,69,51,11,1,39,22,9,53,21,15,0,37,0,0,30,0,53,31,48,30,0,45,43,0,0,0,17,38,46,0,2,3,4,83,52,49,54,44,51,51,20,0,2,4,3,75,52,7,10,1,0,5,2,0,2,0,8,10,48,54,14,50,6
102,1,35,1,36,6,26,16,4,2,2,2,46,9,5,4,2,4,5,29,13,25,49,13,7,28,84,25,7,13,6,8,17,70,12,0,4,0,38,11,3,11,17,0,16,23,4,25,23,4,14,6,5,55,42,0,9,2,2,34,52,21,18,23,14,6,13,0,22,3,2,0,0,10,10,10,0,4,3,2,3,50,10,9,30,8,35,38,41
103,21,33,1,40,6,31,4,7,2,54,1,43,9,6,1,2,6,5,31,3,23,49,25,45,28,45,9,0,35,45,42,45,42,21,0,0,0,5,13,0,22,10,22,2,6,24,20,19,10,16,8,46,28,7,21,1,0,5,35,50,33,31,43,46,38,15,32,2,0,0,15,0,10,10,10,0,4,2,1,1,42,10,9,38,54,68,45,90
104,21,41,7,55,12,53,29,21,1,24,1,10,1,1,4,4,4,1,31,0,49,49,33,47,40,18,60,12,35,44,45,57,8,23,2,40,0,0,1,29,4,16,13,0,30,0,45,43,0,1,0,0,5,46,0,9,3,1,63,52,49,54,44,51,51,20,0,0,3,2,7,0,1,0,5,5,0,3,0,4,50,15,9,24,54,41,50,168
105,20,21,5,33,7,3,65,35,2,1,2,4,9,5,1,1,7,1,22,0,23,1,30,30,14,14,46,9,16,12,53,52,15,21,0,3,0,0,0,30,0,53,31,48,30,0,45,43,0,0,3,44,10,55,0,8,3,4,76,38,5,39,9,10,51,0,18,13,3,2,54,48,8,10,0,1,3,3,1,3,50,8,10,37,8,52,15,16
106,18,27,0,30,7,14,6,55,74,55,0,50,6,4,3,1,5,2,31,12,31,49,11,24,33,7,44,0,1,39,53,3,8,21,0,0,3,0,0,30,0,53,31,48,30,0,45,43,0,0,6,27,5,43,0,3,2,4,61,52,31,36,9,6,51,0,0,28,1,4,54,0,10,10,10,0,5,2,2,4,17,10,9,11,54,32,43,217
107,1,12,5,22,6,17,4,52,1,23,1,12,11,5,1,2,0,4,15,0,31,11,20,17,28,78,45,0,21,15,49,5,15,21,8,21,18,0,10,10,16,43,0,39,29,5,13,15,0,11,6,44,5,45,37,1,0,5,61,52,49,54,44,51,51,20,20,22,4,3,7,0,3,10,5,1,3,4,3,3,2,13,9,17,26,24,50,267
108,17,5,0,23,7,78,59,58,0,55,0,50,6,4,1,1,0,0,31,0,49,49,33,1,28,1,54,0,12,19,47,44,1,23,3,0,0,0,1,29,4,0,1,0,30,0,45,43,0,1,0,0,1,28,0,3,1,4,50,52,5,48,0,43,20,1,68,2,1,4,0,5,1,1,7,0,2,0,2,4,50,8,10,34,54,1,15,198
109,20,43,5,47,7,14,13,11,30,3,49,2,6,4,3,3,0,5,15,12,37,11,33,1,35,36,60,12,35,33,24,13,34,21,26,0,0,42,1,19,15,10,0,10,30,0,45,43,0,1,3,31,24,57,37,2,3,4,83,52,45,19,43,43,24,1,0,3,3,2,7,48,8,1,5,18,3,4,1,1,0,9,10,17,50,63,13,286
110,17,19,5,19,7,65,23,58,0,55,0,50,6,1,1,1,3,0,31,38,23,36,28,7,28,53,57,0,1,12,0,11,46,21,3,0,0,0,10,6,24,26,0,24,3,11,39,38,0,11,2,5,31,35,0,8,2,3,56,52,5,36,23,10,0,10,0,13,3,2,36,49,1,5,5,0,4,4,2,4,50,10,9,17,54,84,15,245
111,17,14,5,19,7,65,53,58,0,55,0,50,6,4,1,1,5,3,31,0,31,49,11,17,28,7,37,0,1,33,22,8,8,23,0,0,3,0,1,18,18,26,17,0,30,0,45,43,0,1,3,17,5,42,0,1,0,5,1,52,31,43,43,40,8,1,0,11,2,1,51,0,10,10,10,0,3,2,0,4,50,8,0,18,54,32,43,151
112,20,36,5,50,7,9,4,2,1,52,1,48,9,7,3,1,5,5,31,0,49,49,33,47,40,36,27,1,35,48,10,25,34,21,0,0,0,0,1,22,3,17,14,0,30,0,45,43,0,1,15,48,57,45,20,8,3,1,76,52,9,20,41,49,8,1,0,14,4,3,7,0,0,10,0,5,1,0,0,4,0,11,10,18,54,63,26,97
113,22,25,0,26,12,25,16,19,1,50,1,22,7,1,5,2,5,1,31,9,31,49,12,25,31,14,49,7,1,43,53,1,15,21,0,3,0,0,1,29,4,50,29,0,30,0,45,43,0,15,6,5,10,42,0,8,2,2,33,21,36,47,0,43,51,14,0,22,2,1,0,0,10,10,10,0,3,3,3,4,2,13,9,40,54,52,48,152
114,9,21,0,18,10,66,45,15,2,28,1,23,11,9,7,3,5,5,31,13,35,49,5,35,27,87,54,1,35,45,49,23,71,21,0,0,0,2,13,1,23,5,0,6,2,22,1,2,10,16,9,37,56,42,0,8,2,3,33,21,5,46,43,46,47,15,0,2,0,0,0,0,10,10,10,0,3,3,2,3,17,12,9,40,54,38,15,169
115,18,14,5,29,7,5,69,24,2,55,0,50,7,4,1,1,5,0,31,0,49,49,20,17,18,36,55,0,35,33,53,33,8,17,3,0,0,0,11,1,23,26,17,0,18,18,13,0,15,14,3,17,5,57,0,3,3,3,35,52,49,54,44,51,51,20,23,0,4,3,1,42,5,6,6,0,3,2,2,2,17,8,9,37,54,63,50,27
116,17,30,5,31,10,70,44,58,0,55,0,50,1,1,1,2,0,2,31,0,31,2,20,17,3,69,46,1,12,33,27,4,15,21,0,33,14,0,1,22,3,16,13,0,30,0,45,43,0,1,0,17,5,45,0,8,3,1,86,52,49,54,44,51,51,20,0,2,3,2,0,0,0,10,0,0,1,3,0,3,50,9,0,2,54,14,50,201
117,17,29,5,54,2,31,16,58,0,55,0,50,0,0,4,1,0,1,19,0,31,3,33,47,40,36,49,0,7,12,13,12,34,21,2,25,14,20,10,1,23,26,17,0,19,14,0,0,0,11,3,17,24,46,24,2,1,3,61,52,49,54,44,51,51,20,18,3,3,2,0,0,10,10,10,0,3,4,1,4,50,12,4,15,22,63,50,54
118,18,67,1,77,7,32,21,37,1,55,0,50,0,0,3,3,1,2,31,21,23,3,2,2,28,82,21,0,12,33,53,6,21,21,0,40,2,0,0,30,0,53,31,48,30,0,45,43,0,0,6,1,5,1,49,1,0,5,1,52,49,54,44,51,51,20,0,0,3,2,7,52,1,10,5,0,3,4,2,4,0,11,9,24,54,29,50,119
119,2,35,1,62,6,47,45,26,1,24,7,16,7,5,5,4,5,3,31,12,19,11,33,24,3,60,36,3,15,22,10,15,53,21,8,10,25,1,13,10,16,27,0,25,17,2,1,2,15,16,3,39,38,28,0,8,3,3,64,52,49,54,44,51,51,20,38,2,0,0,0,2,5,5,5,0,2,0,1,1,50,11,2,13,54,91,50,50
120,17,21,5,32,7,73,34,58,0,55,0,50,6,1,1,1,5,2,22,0,31,3,2,34,3,36,47,1,35,45,10,3,34,12,0,0,3,0,12,6,24,17,14,0,1,23,31,29,20,15,3,1,24,46,0,3,3,4,32,52,49,54,44,51,51,20,55,3,1,4,7,0,10,10,10,0,4,3,2,4,16,0,10,22,8,63,50,71
121,19,16,5,52,6,24,60,10,1,54,2,50,6,4,4,2,5,1,22,12,31,23,27,47,40,7,50,0,7,12,32,58,8,21,15,35,0,0,11,1,23,43,22,0,18,18,0,0,4,15,3,17,5,28,0,2,3,3,4,42,5,43,35,10,46,14,36,15,0,0,0,49,7,5,8,1,1,1,2,1,50,10,10,29,8,32,15,267
122,19,22,0,33,7,16,4,52,1,1,69,50,7,4,3,1,5,5,31,0,31,3,33,47,40,60,5,0,16,33,48,49,53,21,0,0,0,5,13,6,24,50,29,0,11,15,39,0,15,16,15,48,57,45,0,8,3,0,35,52,31,54,0,43,29,15,9,2,0,0,7,2,4,5,5,0,3,1,2,2,50,9,2,18,54,91,43,147
123,3,45,5,40,7,21,10,5,1,7,3,10,10,6,3,5,0,3,26,0,38,49,26,47,40,7,17,5,25,32,46,27,1,23,0,2,7,31,10,13,14,36,20,0,29,5,25,0,0,11,15,48,57,1,49,2,7,0,81,52,9,18,22,17,20,10,0,10,0,0,0,0,10,10,10,0,3,0,0,0,50,11,9,10,8,32,26,79
124,16,41,5,30,4,65,71,58,0,55,0,50,1,1,1,1,4,4,31,0,49,11,33,30,33,39,38,10,22,26,53,13,34,21,0,10,10,21,1,19,15,50,0,45,30,0,45,43,0,14,3,17,24,54,0,8,7,4,32,52,21,31,43,40,51,13,32,10,1,4,76,0,10,10,10,0,1,1,0,1,17,8,4,15,54,75,38,240
125,20,35,0,32,7,78,65,35,1,2,1,10,8,5,3,1,0,2,22,0,31,13,33,47,40,7,40,0,1,15,53,16,8,21,2,21,9,8,1,19,15,26,17,0,30,0,45,43,0,11,15,48,57,45,38,1,0,5,1,52,21,32,29,14,51,10,19,7,2,1,0,0,10,10,10,0,2,0,0,0,50,8,9,17,19,32,38,267
126,16,33,5,16,3,10,71,58,0,55,0,50,0,0,4,0,7,1,31,2,13,49,27,37,28,75,50,0,16,15,53,61,73,0,37,43,48,46,0,30,0,53,31,48,30,0,45,43,0,0,15,48,57,0,49,0,0,5,0,52,36,41,33,10,51,0,0,2,2,1,54,49,8,8,9,0,4,1,2,2,38,10,6,14,54,21,48,118
127,16,52,0,47,7,13,71,58,0,55,0,50,0,0,3,1,0,2,31,0,49,49,33,47,40,36,60,12,22,33,43,6,34,21,15,10,25,0,10,3,11,43,22,0,29,5,13,0,0,11,15,48,57,31,0,8,3,0,50,52,49,54,44,51,51,20,40,2,1,4,7,0,5,5,5,0,0,1,1,1,50,9,2,11,54,63,50,217
128,20,28,0,50,7,7,15,11,1,14,1,1,6,1,3,4,3,1,31,0,31,49,33,24,31,1,34,1,2,7,53,17,1,12,0,0,0,2,10,16,2,26,0,24,23,4,25,23,0,11,9,36,1,42,0,11,3,0,49,52,1,27,23,28,51,10,0,21,1,4,0,0,10,10,10,0,0,3,3,3,50,9,0,45,54,1,2,257
129,22,6,2,27,12,29,21,12,1,7,1,48,7,5,6,3,7,0,15,0,49,49,6,7,16,69,56,1,22,33,16,13,54,21,0,17,28,0,11,10,16,10,0,10,18,18,31,0,4,14,3,36,39,28,22,1,0,5,74,44,49,54,44,51,51,20,17,22,4,3,42,52,8,6,7,27,3,4,2,1,0,12,8,31,8,14,50,117
130,20,31,5,38,7,24,15,6,1,54,1,43,7,5,1,3,5,5,15,0,49,49,24,47,40,69,37,1,15,18,46,23,46,21,18,0,0,30,10,10,16,45,24,0,29,5,37,0,0,11,10,27,37,42,0,1,0,5,80,52,5,28,17,19,43,10,0,22,3,2,54,0,10,10,10,0,1,4,4,2,41,9,10,24,14,14,15,149
131,3,18,0,24,3,16,10,4,1,24,2,33,6,1,4,7,3,5,22,21,31,44,33,7,28,75,59,11,1,17,0,61,62,13,13,13,9,8,1,22,3,16,13,0,30,0,45,43,0,14,15,48,57,1,40,1,0,5,48,50,31,53,0,20,0,13,64,21,2,1,0,49,9,8,5,0,3,2,2,2,17,11,9,29,19,21,43,3
132,20,21,3,22,7,15,10,14,30,42,28,12,6,1,4,2,4,5,22,0,31,36,30,37,28,36,34,11,21,26,53,17,34,21,0,2,9,30,1,22,3,0,1,0,30,0,45,43,0,1,9,39,24,45,0,1,0,5,32,26,20,27,29,28,51,1,0,22,0,0,0,0,10,10,10,0,3,3,2,3,50,10,12,40,8,63,31,41
133,20,50,3,25,7,22,7,2,9,54,2,22,8,5,3,2,7,5,13,21,31,36,11,17,28,75,29,1,16,12,53,23,62,21,17,0,0,44,11,10,16,21,20,16,19,14,14,16,3,14,3,36,43,1,49,3,1,0,33,52,33,14,23,14,51,13,22,3,3,2,0,0,10,10,10,0,3,2,2,2,50,10,9,14,8,21,45,105
134,1,22,5,35,7,16,14,12,74,6,1,4,10,6,5,1,5,1,31,21,21,49,20,37,31,7,49,0,15,4,8,59,8,21,0,3,0,0,13,6,24,16,13,0,2,22,13,15,10,16,12,44,5,51,0,12,1,4,73,52,33,37,32,29,0,15,0,11,3,2,7,0,10,10,10,0,4,1,4,3,5,11,9,8,54,32,45,262
135,16,61,2,5,9,9,71,58,0,55,0,50,6,4,0,2,2,3,22,0,31,49,1,1,17,36,35,1,35,43,46,16,34,21,0,0,0,2,0,30,0,53,31,48,30,0,45,43,0,0,3,17,24,46,49,8,3,1,31,52,49,54,44,51,51,20,0,2,1,4,0,0,8,10,5,0,3,4,4,4,50,8,8,20,53,63,50,84
136,20,44,4,27,8,16,6,42,2,23,2,1,8,4,1,2,5,2,15,0,49,49,11,47,40,60,44,1,1,39,32,6,50,17,8,0,40,0,12,8,27,16,13,0,18,18,0,0,3,15,3,31,38,42,0,3,5,4,58,51,49,54,44,51,51,20,0,21,3,2,7,75,5,5,5,9,4,1,3,3,2,10,9,20,7,91,50,267
137,20,33,0,39,7,10,9,5,2,52,60,12,8,5,3,2,2,5,31,2,31,49,2,30,31,62,31,9,21,26,42,18,54,21,13,8,0,25,0,30,0,53,31,48,30,0,45,43,0,0,10,5,38,7,41,4,3,0,56,23,49,54,44,51,51,20,0,10,4,3,0,34,5,6,3,0,3,3,3,3,0,9,10,8,54,9,50,185
138,19,27,0,37,7,10,6,52,19,42,69,50,7,5,3,1,3,1,31,0,19,36,2,18,28,36,49,1,2,6,46,57,34,21,27,21,0,0,12,6,24,17,14,0,3,11,0,1,22,17,6,45,24,31,0,3,1,3,75,52,5,45,33,4,43,16,67,10,1,4,7,52,0,2,0,10,3,4,4,4,2,10,9,20,54,63,15,168
139,19,23,0,33,7,5,2,52,65,33,35,50,8,5,1,1,2,5,31,0,25,11,33,2,28,39,34,9,28,33,18,17,36,21,0,0,0,2,10,3,11,1,0,2,11,15,26,24,0,11,8,1,24,42,13,8,6,2,34,26,20,27,36,36,10,10,46,2,1,4,0,49,6,6,5,0,2,1,1,2,50,8,9,15,54,75,31,217
140,20,27,1,37,6,33,11,15,1,5,1,4,6,4,1,4,4,3,29,36,31,49,2,42,33,69,39,9,21,26,53,12,58,21,0,0,0,2,11,2,21,26,0,24,3,11,40,39,5,17,9,1,43,42,0,9,2,2,33,42,20,43,1,9,51,16,0,2,1,4,0,0,10,10,10,0,3,3,3,3,11,9,9,44,8,14,31,117
141,19,23,0,50,7,73,3,9,2,11,45,50,7,5,1,3,5,3,15,0,49,49,33,1,17,7,40,0,1,33,41,10,15,17,0,2,43,0,10,19,15,0,1,0,29,5,25,0,0,11,3,17,24,57,0,3,7,4,78,52,49,54,44,51,51,20,0,1,3,2,66,75,5,5,5,16,5,3,3,3,50,9,9,16,26,32,50,267
142,16,41,0,57,4,13,71,58,0,55,0,50,0,0,3,1,5,5,31,0,49,49,1,1,3,60,20,0,32,45,53,30,36,21,0,10,10,9,0,30,0,53,31,48,30,0,45,43,0,0,0,17,25,17,26,1,0,5,16,52,49,54,44,51,51,20,0,0,1,4,0,49,5,8,1,0,1,3,3,2,43,8,0,32,54,91,50,151
143,19,55,0,57,7,7,5,2,2,50,2,50,8,6,3,1,4,3,22,0,31,3,33,47,40,53,41,0,1,39,53,9,46,4,2,17,25,0,1,19,15,22,0,20,30,0,45,43,0,1,3,17,31,55,37,8,1,2,67,52,49,54,44,51,51,20,34,12,0,0,0,0,10,10,10,0,2,2,0,0,2,1,9,32,19,84,50,3
144,19,42,3,17,9,4,65,6,1,27,1,50,7,5,1,2,5,3,15,0,49,49,33,1,21,7,39,1,17,26,32,12,8,17,2,2,0,34,12,10,16,0,1,0,19,14,44,36,26,15,0,0,5,57,0,3,7,4,31,52,45,32,0,36,44,14,0,0,0,0,7,0,5,5,5,13,4,3,4,4,50,9,12,13,7,32,13,84
145,19,40,0,10,7,24,13,11,54,9,2,50,6,4,1,5,4,5,15,2,23,19,33,30,28,7,60,12,1,12,27,23,8,21,8,8,10,16,1,19,15,14,27,4,30,0,45,43,0,11,6,27,5,1,0,8,1,4,48,52,9,54,0,16,25,10,18,22,1,4,0,0,1,4,4,3,3,4,4,2,46,8,10,14,8,32,26,184
146,5,34,0,7,6,29,17,9,1,42,1,12,13,10,4,3,5,5,12,0,31,36,33,20,28,60,33,1,30,39,48,18,53,17,0,17,15,10,12,3,11,36,0,32,18,18,4,36,15,15,3,21,38,1,49,14,0,5,61,50,5,31,7,46,37,14,23,21,0,0,15,0,4,4,1,5,5,0,1,1,38,11,9,14,8,91,15,86
147,6,38,1,57,6,33,49,44,1,37,1,26,7,1,6,7,3,5,15,0,11,49,33,30,0,18,22,1,1,43,49,30,65,18,0,8,25,8,12,18,18,45,24,0,19,14,34,0,3,4,15,48,57,39,0,8,6,4,69,31,20,17,36,40,46,4,52,7,3,2,54,49,9,8,7,5,0,2,4,4,50,12,9,13,50,41,31,302
