hhmem_size,landuseha,yrs_grow,lead_vill,cocoa_produce_kg,cocoa_produce_main_kg,cocoa_produce_light_kg,cocoa_sell_kg,shade_why1,hhgroup_m18,hhgroup_f18,hhgroup_m17,hhgroup_f17,cocoa_price_kg,screen_sharecrop,region,district,vill,village,region.1,community_type,ethnicity,religion,hhgroup_m18.1,hhgroup_f18.1,hhgroup_m17.1,hhgroup_f17.1,femhead,econstatus,cocoa_variety_1,cocoa_variety_2,cocoa_variety_3,cocoa_variety_4,cocoa_variety_5,farm_rights_1,farm_rights_2,farm_rights_3,farm_rights_4,farm_rights_5,farm_tenure_1,farm_tenure_2,farm_tenure_3,farm_tenure_4,farm_tenure_5,noncocoa_whyno_1,noncocoa_whyno_2,noncocoa_whyno_3,noncocoa_whyno_4,noncocoa_whyno_5,farm_swamp_1,farm_swamp_2,farm_swamp_3,farm_swamp_4,farm_swamp_5,shadetree_num_1,used_fert?,used_fert_lqd?,herbicide_yn,pesticide_yn,fungicide_yn,weeding_yn,pruning_yn,cocoa_intercrop,farm_rights,disease_loss,pest_loss,replant,shadetree_yn,doc_land,noncocoa,cocoa_yn,any_farm_above_1_21,hh_head_age,hh_head_education,hh_head_birthplace,cocoa_yield_ha,cocoa_ages_0_5_weighted,cocoa_ages_6_10_weighted,cocoa_ages_11_19_weighted,cocoa_ages_20_30_weighted,cocoa_ages_31_weighted,age_weighted_total
6,3.0,6,0,500.0,300.0,200.0,,1.0,,,,,,0,7,73,73003,Affery,7,COMPARISON,4,1.0,,,,,0,5,97,,,,,1.0,,,,,1,,,,,,,,,,0.0,,,,,8,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,56.0,1.0,1.0,166.66666666666666,0.0,25.0,20.0,40.0,15.0,100.0
15,9.0,5,0,500.0,500.0,0.0,,2.0,4.0,6.0,5.0,4.0,,0,7,71,54002,Bécédi-Brignan,7,RESTORE,4,1.0,4.0,6.0,5.0,4.0,0,6,97,97,,,,10.0,10.0,10.0,10.0,,1,1.0,1.0,1.0,,,,97,,,0.0,2.0,0.0,0.0,,2,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,57.0,5.0,1.0,55.55555555555556,0.0,6.0,0.0,94.0,0.0,100.0
6,3.0,2,0,101.0,60.0,41.0,,1.0,,,,,,0,6,62,62001,Tioumoukro,6,COMPARISON,4,2.0,,,,,0,4,2,,,,,1.0,,,,,1,,,,,,,,,,3.0,,,,,4,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,45.0,,1.0,33.666666666666664,30.0,70.0,0.0,0.0,0.0,100.0
6,10.0,6,0,2150.0,2000.0,150.0,,1.0,,,,,,0,7,71,71007,Bassadzin,7,RESTORE,4,1.0,,,,,0,5,4 5,5,97,,,1.0,1.0,1.0,,,1,1.0,1.0,,,97,97,,,,0.0,0.0,0.0,,,3,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,62.0,2.0,1.0,215.0,2.011976047904192,0.0,6.287425149700598,52.45508982035928,39.24550898203593,100.0
4,7.5,6,0,216.0,144.0,72.0,144.0,97.0,,,,,13.88888931274414,0,7,71,54002,Bécédi-Brignan,7,RESTORE,4,3.0,,,,,0,3,5,,,,,10.0,10.0,10.0,,,1,1.0,1.0,,,9,97,97,,,3.0,0.0,0.0,,,6,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,41.0,5.0,1.0,28.8,0.0,0.0,0.0,0.0,100.0,100.0
2,2.0,2,5,800.0,500.0,300.0,,,,,,,,0,7,72,72005,MOBIOKOUA,7,COMPARISON,4,1.0,,,,,1,4,5,,,,,10.0,,,,,1,,,,,10,,,,,0.0,,,,,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,42.0,1.0,1.0,400.0,0.0,100.0,0.0,0.0,0.0,100.0
14,6.0,5,10,4500.0,3000.0,1500.0,,1.0,,,,,,1,4,41,41002,DJEKA,4,COMPARISON,3,3.0,,,,,0,7,5,5,,,,5.0,4.0,,,,4,4.0,,,,,97,,,,0.0,2.0,,,,4,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,33.0,,1.0,750.0,37.5,9.375,9.375,43.75,0.0,100.0
4,6.5,2,0,1000.0,700.0,300.0,,1.0,,,,,,1,4,41,41020,MAHINO2,4,RESTORE,3,2.0,,,,,0,5,3 4 5,,,,,1.0,1.0,1.0,,,4,4.0,4.0,,,,9,97,,,0.0,2.0,2.0,,,3,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,27.0,,1.0,153.84615384615384,100.0,0.0,0.0,0.0,0.0,100.0
8,4.5,3,0,400.0,320.0,80.0,320.0,97.0,,,,,1000.0,0,7,73,73003,Affery,7,COMPARISON,4,1.0,,,,,1,2,3 97,,,,,10.0,10.0,,,,1,1.0,,,,,97,,,,3.0,0.0,,,,3,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,65.0,1.0,0.0,88.88888888888889,10.0,20.0,70.0,0.0,0.0,100.0
3,9.0,6,13,260.0,130.0,130.0,130.0,2.0,,,,,11.15384578704834,1,7,74,74002,Montézo,7,COMPARISON,4,1.0,,,,,0,5,97,97,,,,9.0,,,,,2,1.0,,,,11,,,,,3.0,0.0,,,,5,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,60.0,1.0,1.0,28.88888888888889,6.666666666666667,6.666666666666667,36.666666666666664,3.3333333333333335,46.666666666666664,100.0
5,9.0,5,9 10,20.25,15.75,4.5,15.75,,,,,,12000.0,1,7,71,71006,Nyan,7,RESTORE,4,4.0,,,,,0,8,97,97,,,,,10.0,10.0,,,1,2.0,1.0,,,4,3,3,,,0.0,0.0,0.0,,,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,55.0,3.0,1.0,2.25,59.4,0.6,0.0,40.0,0.0,100.0
3,5.0,3,0,90.0,60.0,30.0,,97.0,,,,,,0,7,74,74006,Monin,7,COMPARISON,4,1.0,,,,,0,5,97,,,,,10.0,10.0,10.0,,,1,1.0,1.0,,,,,,,,3.0,0.0,0.0,,,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,57.0,1.0,0.0,18.0,0.0,0.0,100.0,0.0,0.0,100.0
8,6.0,5,10,240.0,180.0,60.0,180.0,3.0,,,,,15.0,1,5,51,51001,Adahou,5,COMPARISON,4,1.0,,,,,0,8,4,4,,,,10.0,10.0,,,,1,1.0,,,,,,,,,0.0,0.0,,,,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,62.0,2.0,1.0,40.0,16.363636363636363,30.0,30.0,23.636363636363637,0.0,100.0
9,6.0,4,0,2425.0,1625.0,800.0,,,,,,,,0,7,71,71010,Blékoum,7,COMPARISON,4,1.0,,,,,1,4,5,,,,,1.0,,,,,1,,,,,3,,,,,0.0,,,,,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,56.0,,0.0,404.1666666666667,0.0,25.0,50.0,25.0,0.0,100.0
10,9.0,1,0,500.0,400.0,100.0,,1.0,,,,,,0,4,41,41032,OLODIO,4,RESTORE,2,1.0,,,,,0,5,5,,,,,10.0,10.0,10.0,,,1,1.0,1.0,,,,,,,,0.0,0.0,0.0,,,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,37.0,1.0,1.0,55.55555555555556,100.0,0.0,0.0,0.0,0.0,100.0
6,15.0,5,1,700.0,400.0,300.0,,1.0,,,,,,0,7,71,71009,Yakassé-Mé,7,RESTORE,4,4.0,,,,,0,2,5,,,,,10.0,10.0,,,,1,1.0,,,,,97,,,,0.0,0.0,,,,6,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,55.0,1.0,1.0,46.66666666666666,0.0,0.0,70.0,30.0,0.0,100.0
3,5.0,6,0,480.0,400.0,80.0,400.0,1.0,,,,,1000.0,0,5,51,51012,Zaranou,5,COMPARISON,4,1.0,,,,,0,4,4 5,,,,,10.0,10.0,,,,1,1.0,,,,,97,,,,0.0,0.0,,,,3,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,59.0,3.0,0.0,96.0,0.0,0.0,0.0,100.0,0.0,100.0
12,22.0,1,0,13.0,10.0,3.0,,1.0,,,,,,0,4,41,41010,IBO2,4,COMPARISON,2,1.0,,,,,0,5,5,5,,,,10.0,10.0,10.0,10.0,10.0,1,1.0,1.0,1.0,1.0,,,97,,97,2.0,2.0,2.0,2.0,0.0,2,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,47.0,5.0,1.0,0.5909090909090909,100.0,0.0,0.0,0.0,0.0,100.0
6,4.0,2,0,1840.0,1440.0,400.0,1440.0,2.0,,,,,1000.0,0,4,41,41021,NIGRE,4,RESTORE,0,2.0,,,,,0,6,5,,,,,10.0,,,,,4,,,,,,,,,,3.0,,,,,3,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,38.0,3.0,0.0,460.0,10.0,90.0,0.0,0.0,0.0,100.0
4,2.0,6,0,49.0,49.0,0.0,,1.0,,,,,,0,7,71,71006,Nyan,7,RESTORE,4,1.0,,,,,0,5,97,,,,,,1.0,,,,1,1.0,,,,1,97,,,,2.0,0.0,,,,3,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,60.0,3.0,0.0,24.5,0.0,0.0,3.0,0.0,97.0,100.0
7,10.0,3,6,1920.0,1360.0,560.0,1360.0,1.0,,,,,1000.0,0,5,51,51017,Appoisso,5,RESTORE,0,2.0,,,,,0,5,5,5,5,,,10.0,,,,,1,2.0,2.0,,,,,,,,2.0,2.0,0.0,,,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,49.0,,0.0,192.0,0.0,0.0,86.10687022900764,13.893129770992365,0.0,100.0
6,2.25,2,0,320.0,230.0,90.0,,1.0,,,,,,0,7,71,71009,Yakassé-Mé,7,RESTORE,4,3.0,,,,,0,5,97,,,,,1.0,1.0,,,,1,1.0,,,,,97,,,,0.0,0.0,,,,3,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,37.0,3.0,1.0,142.22222222222223,25.0,75.0,0.0,0.0,0.0,100.0
3,4.0,2,0,765.0,510.0,255.0,510.0,3.0,,,,,11.764705657958984,1,5,51,51003,Anuanua,5,COMPARISON,4,4.0,,,,,0,6,4,,,,,10.0,,,,,1,,,,,,,,,,0.0,,,,,7,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,48.0,1.0,0.0,191.25,30.0,70.0,0.0,0.0,0.0,100.0
6,4.0,6,0,640.0,480.0,160.0,480.0,6.0,,,,,1000.0,0,5,51,51017,Appoisso,5,RESTORE,0,2.0,,,,,0,3,4,4,,,,11.0,11.0,,,,1,1.0,,,,,,,,,0.0,0.0,,,,2,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,64.0,,1.0,160.0,18.555798687089716,20.0,20.776805251641136,18.555798687089716,22.111597374179432,100.0
4,2.0,3,0,420.0,280.0,140.0,280.0,3.0,,,,,14.285714149475098,0,5,51,51003,Anuanua,5,COMPARISON,3,1.0,,,,,0,4,4 5,,,,,11.0,,,,,1,,,,,,,,,,0.0,,,,,4,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,67.0,1.0,0.0,210.0,20.0,30.0,50.0,0.0,0.0,100.0
10,1.5,3,0,160.0,120.0,40.0,120.0,1.0,,,,,1000.0,0,5,53,53001,Kokonou,5,COMPARISON,4,1.0,,,,,1,7,5,,,,,10.0,,,,,1,,,,,,,,,,0.0,,,,,4,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,59.0,,0.0,106.66666666666669,0.0,0.0,100.0,0.0,0.0,100.0
9,19.0,6,97,2160.0,2000.0,160.0,,2.0,,,,,,0,7,71,71010,Blékoum,7,COMPARISON,1,2.0,,,,,0,3,5,5,,,,1.0,1.0,10.0,2.0,,1,1.0,1.0,1.0,,2,2,2,2,,3.0,0.0,0.0,0.0,,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,53.0,1.0,0.0,113.6842105263158,25.0,25.0,25.0,25.0,0.0,100.0
7,5.5,3,1,700.0,560.0,140.0,560.0,6.0,,,,,14.285714149475098,0,5,51,51046,Kabrankro,5,COMPARISON,4,1.0,,,,,1,5,5,,,,,97.0,97.0,,,,1,1.0,,,,,9,,,,2.0,2.0,,,,2,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,61.0,,0.0,127.27272727272728,20.0,0.0,80.0,0.0,0.0,100.0
15,10.5,6,0,3600.0,2400.0,1200.0,2400.0,2.0,,,,,1000.0,1,4,41,41022,PARA,4,RESTORE,0,2.0,,,,,0,4,5,,,,,10.0,10.0,,,,4,4.0,,,,,,,,,3.0,3.0,,,,4,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,56.0,2.0,0.0,342.85714285714283,5.0,10.0,40.0,20.0,25.0,100.0
7,10.0,5,0,425.0,250.0,175.0,250.0,2.0,,,,,1000.0,0,4,41,41024,POUTOU,4,RESTORE,0,2.0,,,,,0,7,5,5,,,,8.0,8.0,8.0,,,4,4.0,4.0,,,,,,,,0.0,0.0,3.0,,,3,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,62.0,,0.0,42.5,0.0,0.0,0.0,100.0,0.0,100.0
5,4.0,2,0,300.0,150.0,150.0,,1.0,,,,,,0,7,73,73002,Adiaoukoi,7,COMPARISON,4,1.0,,,,,0,5,5,,,,,,,,,,1,,,,,,,,,,0.0,,,,,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,33.0,4.0,0.0,75.0,30.0,70.0,0.0,0.0,0.0,100.0
4,4.0,4,13,700.0,500.0,200.0,,,,,,,,0,7,72,72005,MOBIOKOUA,7,COMPARISON,4,3.0,,,,,0,5,5,,,,,10.0,,,,,1,,,,,,,,,,2.0,,,,,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,41.0,1.0,1.0,175.0,0.0,0.0,50.0,50.0,0.0,100.0
6,7.0,6,6,2200.0,1300.0,900.0,,1.0,,,,,,0,4,41,41014,SEH,4,COMPARISON,2,1.0,,,,,0,7,5,,5,,,11.0,5.0,10.0,10.0,,1,1.0,1.0,1.0,,,8,,,,0.0,0.0,0.0,0.0,,2,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,41.0,1.0,1.0,314.2857142857143,18.852459016393443,39.34426229508197,12.295081967213115,29.508196721311474,0.0,100.00000000000001
7,8.0,5,0,1610.0,980.0,630.0,980.0,2.0,,,,,825.0,0,5,51,51001,Adahou,5,COMPARISON,4,1.0,,,,,0,2,4 5,,,,,10.0,,,,,1,,,,,,,,,,3.0,,,,,3,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,58.0,1.0,1.0,201.25,10.0,20.0,40.0,30.0,0.0,100.0
7,10.0,5,0,1165.0,1000.0,165.0,,,,,,,,0,4,41,41008,DAHIOKE,4,COMPARISON,2,1.0,,,,,0,4,5,,,,,1.0,97.0,,,,1,1.0,,,,,,,,,0.0,0.0,,,,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,45.0,,1.0,116.5,0.0,0.0,0.0,0.0,0.0,0.0
4,2.0,2,0,382.5,255.0,127.5,255.0,97.0,,,,,900.0,0,7,71,51028,Ananguié,7,RESTORE,0,2.0,,,,,0,2,5,,,,,10.0,,,,,4,,,,,3,,,,,3.0,,,,,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,30.0,1.0,1.0,191.25,0.0,100.0,0.0,0.0,0.0,100.0
5,1.5,4,97,90.0,90.0,0.0,,,,,,,,0,7,71,71006,Nyan,7,RESTORE,4,1.0,,,,,1,1,97,5,,,,9.0,9.0,,,,1,1.0,,,,,97,,,,0.0,0.0,,,,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,60.0,3.0,1.0,60.0,77.9245283018868,0.0,0.0,0.0,22.07547169811321,100.0
8,16.5,4,0,1158.0,700.0,458.0,,,,,,,,0,7,71,71007,Bassadzin,7,RESTORE,4,4.0,,,,,0,1,5,,,,,11.0,9.0,,,,1,1.0,,,,1 2,97,,,,0.0,2.0,,,,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,51.0,3.0,1.0,70.18181818181819,0.0,30.0,70.0,0.0,0.0,100.0
3,3.0,6,10,1181.0,751.0,430.0,,1.0,,,,,,0,7,75,75001,ASSE ORIé,7,COMPARISON,4,1.0,,,,,0,5,5,,,,,,,,,,1,,,,,,,,,,0.0,,,,,2,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,1,66.0,1.0,1.0,393.6666666666667,0.0,30.0,70.0,0.0,0.0,100.0
5,9.5,6,0,1360.0,850.0,510.0,850.0,2.0,,,,,1000.0,0,4,41,41026,DEBLABLAI,4,RESTORE,0,1.0,,,,,0,4,5,,,,,6.0,6.0,6.0,,6.0,4,4.0,4.0,4.0,4.0,,97,97,97,97,0.0,0.0,0.0,3.0,0.0,6,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,53.0,,0.0,143.1578947368421,0.0,50.0,0.0,50.0,0.0,100.0
5,9.0,6,0,1700.0,1000.0,700.0,1000.0,1.0,,,,,850.0,0,4,41,41020,MAHINO2,4,RESTORE,0,1.0,,,,,0,3,5,,,,,8.0,8.0,8.0,,,4,4.0,4.0,,,3,97,97,,,0.0,2.0,0.0,,,4,0,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,62.0,1.0,0.0,188.88888888888889,0.0,0.0,0.0,0.0,100.0,100.0
6,4.0,3,97,700.0,560.0,140.0,560.0,1.0,,,,,1000.0,0,5,51,51027,Ahininkro,5,RESTORE,4,3.0,,,,,0,4,5,,,,,,,,,,1,,,,,,,,,,0.0,,,,,3,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,48.0,3.0,1.0,175.0,30.0,20.0,50.0,0.0,0.0,100.0
3,10.0,2,0,5400.0,3000.0,2400.0,3000.0,2.0,,,,,900.0,0,5,51,51001,Adahou,5,COMPARISON,2,1.0,,,,,0,6,97,,,,,10.0,10.0,,,,1,1.0,,,,,,,,,2.0,0.0,,,,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,35.0,1.0,0.0,540.0,25.0,75.0,0.0,0.0,0.0,100.0
7,4.0,3,0,1000.0,600.0,400.0,,1.0,,,,,,0,4,41,41039,HANNIE,4,COMPARISON,0,2.0,,,,,0,3,5,5,,,,4.0,4.0,,,,4,4.0,,,,,97,,,,3.0,3.0,,,,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30.0,,0.0,250.0,5.384615384615385,48.46153846153846,46.15384615384615,0.0,0.0,100.0
4,8.0,4,0,490.0,350.0,140.0,350.0,3.0,,,,,1000.0,0,5,51,51025,Kouadiokro,5,RESTORE,0,2.0,,,,,0,5,4 5,5,,,,8.0,10.0,10.0,,,1,1.0,1.0,,,,,,,,2.0,2.0,2.0,,,5,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,30.0,1.0,1.0,61.25,0.0,23.076923076923077,69.23076923076923,7.6923076923076925,0.0,100.0
8,7.0,4,0,1290.0,900.0,390.0,900.0,1.0,,,,,15.0,1,7,71,51028,Ananguié,7,RESTORE,97,2.0,,,,,0,5,97,,,,,8.0,8.0,,,,1,1.0,,,,,97,,,,0.0,0.0,,,,3,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,43.0,,0.0,184.28571428571428,4.0,25.0,25.0,46.0,0.0,100.0
9,19.0,6,0,700.0,500.0,200.0,,1.0,,,,,,0,5,52,52001,Akakro,5,COMPARISON,1,2.0,,,,,0,5,5,,,,,10.0,,,,,4,,,,,,,,,,0.0,,,,,3,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,58.0,,1.0,36.8421052631579,1.0,20.0,30.0,49.0,0.0,100.0
3,7.0,4,10,3150.0,2100.0,1050.0,,1.0,,,,,,0,4,41,41015,TAOULOKE,4,COMPARISON,3,2.0,,,,,0,6,5,,,,,8.0,,,,,4,,,,,,,,,,0.0,,,,,5,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,39.0,3.0,0.0,450.0,0.0,0.0,100.0,0.0,0.0,100.0
10,15.0,6,1 10,2000.0,1700.0,300.0,,1.0,,,,,,0,7,73,73002,Adiaoukoi,7,COMPARISON,4,1.0,,,,,0,5,5,5,,,,1.0,1.0,,,,1,1.0,,,,3,,,,,0.0,0.0,,,,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,79.0,1.0,1.0,133.33333333333334,8.333333333333332,0.0,16.666666666666664,0.0,75.0,100.0
11,6.0,6,97,2500.0,2000.0,500.0,,1.0,,,,,,0,7,71,71012,MAMINI,7,COMPARISON,4,1.0,,,,,0,1,5,,,,,1.0,1.0,1.0,1.0,,1,1.0,1.0,1.0,,2,2,2,2,,3.0,2.0,3.0,2.0,,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,51.0,1.0,0.0,416.6666666666667,25.0,25.0,25.0,25.0,0.0,100.0
5,10.0,4,0,1200.0,900.0,300.0,900.0,1.0,,,,,900.0,0,5,51,51003,Anuanua,5,COMPARISON,4,1.0,,,,,0,5,4 5,4 5,4 5,,,1.0,11.0,,,,1,1.0,1.0,,,3,1,,,,2.0,0.0,2.0,,,2,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,48.0,4.0,1.0,120.0,51.546391752577314,0.0,48.45360824742268,0.0,0.0,100.0
5,17.5,6,13,1500.0,1000.0,500.0,,3.0,,,,,,0,5,51,51004,Dramanekro,5,COMPARISON,3,2.0,,,,,1,8,4 5,,,,,10.0,,,,,1,,,,,,,,,,2.0,,,,,6,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,86.0,,0.0,85.71428571428571,5.0,2.0,10.0,60.0,23.0,100.0
4,4.0,3,0,2010.0,1500.0,510.0,,1.0,,,,,,0,7,73,73003,Affery,7,COMPARISON,4,1.0,,,,,0,5,5,,,,,10.0,,,,,1,,,,,,,,,,0.0,,,,,9,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,51.0,8.0,1.0,502.5,20.0,60.0,20.0,0.0,0.0,100.0
14,5.0,6,0,528.0,420.0,108.0,,1.0,,,,,,0,7,71,71005,Biasso,7,RESTORE,4,1.0,,,,,0,5,5,,,,,1.0,1.0,,,,1,1.0,,,,,9,,,,0.0,0.0,,,,5,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,67.0,1.0,1.0,105.6,30.0,25.0,30.0,10.0,5.0,100.0
8,16.5,6,0,7225.0,4250.0,2975.0,4250.0,2.0,,,,,1000.0,0,4,41,41022,PARA,4,RESTORE,0,1.0,,,,,0,5,5,5,5,,,6.0,10.0,10.0,10.0,10.0,4,4.0,4.0,4.0,4.0,,,,97,97,0.0,0.0,0.0,0.0,3.0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,52.0,,0.0,437.8787878787879,0.0,21.11111111111111,0.0,62.22222222222222,16.666666666666664,100.0
6,5.5,2,0,800.0,600.0,200.0,,,,,,,,0,7,71,71007,Bassadzin,7,RESTORE,4,1.0,,,,,0,1,5,,,,,10.0,10.0,10.0,,,1,1.0,1.0,,,1,97,9 97,,,0.0,0.0,0.0,,,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,44.0,3.0,1.0,145.45454545454547,0.0,100.0,0.0,0.0,0.0,100.0
4,9.0,2,6,400.0,300.0,100.0,,,,,,,,0,4,41,41012,MERE,4,COMPARISON,2,1.0,,,,,0,5,5,,,,,1.0,,,,,1,,,,,,,,,,0.0,,,,,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,55.0,1.0,1.0,44.44444444444444,0.0,100.0,0.0,0.0,0.0,100.0
14,10.0,5,6,1800.0,1440.0,360.0,1440.0,1.0,,,,,1000.0,0,5,51,51027,Ahininkro,5,RESTORE,0,1.0,,,,,0,6,5,5,,,,10.0,4.0,,,,1,1.0,,,,,,,,,0.0,2.0,,,,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,66.0,1.0,0.0,180.0,0.0,13.333333333333334,0.0,20.0,66.66666666666666,100.0
8,4.5,4,0,370.0,250.0,120.0,,2.0,,,,,,0,4,41,41037,IRATO,4,COMPARISON,2,4.0,,,,,0,3,5,,,,,10.0,10.0,10.0,,,1,1.0,1.0,,,,97,97,,,0.0,0.0,0.0,,,4,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,49.0,1.0,1.0,82.22222222222223,0.0,0.0,0.0,100.0,0.0,100.0
6,6.5,4,0,2470.0,1950.0,520.0,1950.0,2.0,,,,,1000.0,0,4,41,41020,MAHINO2,4,RESTORE,0,2.0,,,,,0,5,5,5,,,,8.0,8.0,,,,4,4.0,,,,,,,,,0.0,0.0,,,,2,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,42.0,,0.0,380.0,16.153846153846153,40.76923076923077,43.07692307692308,0.0,0.0,100.0
7,2.5,2,0,1280.0,800.0,480.0,800.0,,,,,,12.5,0,5,53,53004,N'Djorekro,5,COMPARISON,0,3.0,,,,,0,2,5,,,,,4.0,,,,,4,,,,,,,,,,0.0,,,,,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,38.0,,0.0,512.0,40.0,60.0,0.0,0.0,0.0,100.0
12,5.5,3,0,880.0,560.0,320.0,560.0,2.0,,,,,1000.0,0,4,41,41003,GBAROU,4,COMPARISON,2,1.0,,,,,0,4,5,,,,,6.0,8.0,,,,4,4.0,,,,,,,,,3.0,0.0,,,,3,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,41.0,,0.0,160.0,10.0,30.0,60.0,0.0,0.0,100.0
12,2.0,2,0,673.0,451.0,222.0,,1.0,,,,,,0,7,75,75001,ASSE ORIé,7,COMPARISON,4,3.0,,,,,0,5,5,,,,,1.0,,,,,1,,,,,,,,,,0.0,,,,,5,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,62.0,4.0,1.0,336.5,0.0,100.0,0.0,0.0,0.0,100.0
8,7.0,6,13,2023.0,1654.0,369.0,,,,,,,,0,7,73,73005,Ahéoua,7,COMPARISON,4,1.0,,,,,0,4,5,,,5,,10.0,10.0,10.0,10.0,,1,1.0,1.0,1.0,,2,2,2,2,,0.0,0.0,0.0,0.0,,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,54.0,3.0,1.0,289.0,0.0,0.0,58.14432989690722,23.917525773195877,17.938144329896907,100.0
6,2.0,4,0,950.0,650.0,300.0,,,,,,,,0,7,75,75001,ASSE ORIé,7,COMPARISON,4,1.0,,,,,0,5,4,,,,,1.0,,,,,1,,,,,,,,,,2.0,,,,,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,64.0,2.0,1.0,475.0,0.0,0.0,100.0,0.0,0.0,100.0
4,6.5,6,0,1650.0,1500.0,150.0,,1.0,,,,,,0,5,51,51009,Affalikro,5,COMPARISON,4,1.0,,,,,0,8,5,,,,,1.0,1.0,1.0,,,1,1.0,1.0,,,,,,,,0.0,0.0,0.0,,,4,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,56.0,3.0,0.0,253.84615384615384,0.0,0.0,0.0,0.0,100.0,100.0
1,2.0,3,0,400.0,300.0,100.0,,,,,,,,0,7,72,72003,BOGUIé,7,COMPARISON,4,1.0,,,,,1,5,3 5,,,,,10.0,,,,,1,,,,,,,,,,0.0,,,,,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,70.0,1.0,1.0,200.0,50.0,25.0,25.0,0.0,0.0,100.0
